gene_id	gene_name
gene59400	LINC01556
gene59401	TRM-CAT3-1
gene59402	TRK-TTT3-3
gene59403	TRM-CAT3-2
gene59404	LOC105375002
gene59407	OR2W1
gene59406	LOC100129636
gene59409	SAR1AP1
gene59410	OR2B3
gene59411	OR2J1
gene59412	OR2J3
gene59414	OR2J2
gene59417	LOC101929006
gene59419	OR14J1
gene59421	DDX6P1
gene59420	LOC105375005
gene59422	OR5V1
gene59423	OR12D3
gene59424	OR12D2
gene59425	OR12D1
gene59426	OR11A1
gene59427	OR10C1
gene59428	OR2H1
gene59432	MAS1L
gene59433	RPS17P1
gene59431	LOC105375008
gene59434	LOC105375009
gene59435	LINC01015
gene59438	UBD
gene59441	SNORD32B
gene59442	RPL13AP
gene59443	OR2H2
gene59444	GABBR1
gene59445	SUMO2P1
gene59446	MOG
gene59447	ZFP57
gene59450	HLA-F
gene59451	MICE
gene59453	HCG9P5
gene59452	HLA-F-AS1
gene59454	IFITM4P
gene59455	LOC107987447
gene59456	3.8-1.5
gene59457	HCG4
gene59458	HLA-V
gene59461	RPL7AP7
gene59464	HLA-G
gene59465	HCGVIII-2
gene59466	LOC105375010
gene59468	3.8-1.4
gene59469	HCP5B
gene59470	HLA-H
gene59471	HLA-A
gene59473	HCG9
gene59476	3.8-1.2
gene59480	LOC107987448
gene59479	HLA-J
gene59481	ETF1P1
gene59477	ZNRD1ASP
gene59482	ZNRD1
gene59483	PPP1R11
gene59484	RNF39
gene59485	TRIM31
gene59486	TRIM31-AS1
gene59487	TRIM40
gene59488	TRIM10
gene59489	TRIM15
gene59491	PAIP1P1
gene59490	TRIM26
gene59492	MICC
gene59493	LOC105375012
gene59494	HLA-E
gene59495	LINC02569
gene59496	GNL1
gene59497	PRR3
gene59498	ABCF1-DT
gene59500	MIR877
MIR877.GL000254.2	MIR877
gene59499	ABCF1
gene59501	PPP1R10
gene59502	MRPS18B
gene59504	PTMAP1
gene59503	ATAT1
gene59505	C6orf136
gene59506	DHX16
gene59507	PPP1R18
gene59508	NRM
gene59509	RPL7P4
gene59511	MDC1-AS1
gene59510	MDC1
gene59512	TUBB
gene59513	FLOT1
gene59514	LINC02570
gene59515	RN7SKP186
gene59517	MIR4640
MIR4640.GL000254.2	MIR4640
gene59516	DDR1
gene59518	GTF2H4
gene59519	VARS2
gene59520	SFTA2
gene59522	HCG21
gene59521	DPCR1
gene59524	MUC21
gene59525	MUC22
gene59526	HCG22
gene59527	RNU6-1133P
gene59528	C6orf15
gene59530	CDSN
gene59531	PSORS1C2
gene59529	PSORS1C1
gene59533	CCHCR1
gene59534	TCF19
gene59535	POU5F1
gene59536	PSORS1C3
gene59537	HCG27
gene59538	HLA-C
gene59540	RPL3P2
gene59541	WASF5P
gene59542	LOC107984146
gene59543	HLA-B
gene59544	HCP5
gene59545	HCG26
gene59546	MICB-DT
gene59547	MICB
gene59548	PPIAP9
gene59549	RPL15P4
gene59550	MCCD1
gene59553	SNORD117
gene59554	SNORD84
gene59552	DDX39B
gene59555	DDX39B-AS1
gene59556	ATP6V1G2
gene59551	ATP6V1G2-DDX39B
gene59557	NFKBIL1
gene59558	LOC100287329
gene59559	LTA
gene59560	TNF
gene59561	LTB
gene59562	LST1
gene59563	NCR3
gene59564	AIF1
gene59566	SNORA38
gene59567	MIR6832
MIR6832.GL000254.2	MIR6832
gene59565	PRRC2A
gene59568	BAG6
gene59569	APOM
gene59570	C6orf47
gene59571	GPANK1
gene59572	CSNK2B
gene59573	LY6G5B
gene59574	LY6G5C
gene59575	LOC105375019
gene59577	LOC105375018
gene59578	MIR4646
MIR4646.GL000254.2	MIR4646
gene59576	ABHD16A
gene59579	LY6G6F
gene59581	LY6G6E
gene59582	LY6G6D
gene59580	LY6G6F-LY6G6D
gene59583	LY6G6C
gene59584	MPIG6B
gene59585	DDAH2
gene59586	CLIC1
gene59587	LOC105375020
gene59589	MSH5
gene59591	SAPCD1
gene59588	MSH5-SAPCD1
gene59592	SAPCD1-AS1
gene59593	VWA7
gene59594	VARS
gene59595	LSM2
gene59596	NEU1
gene59597	SLC44A4
gene59599	LOC107986588
gene59598	EHMT2
gene59601	ZBTB12
gene59602	C2-AS1
gene59600	C2
gene59603	CFB
gene59605	MIR1236
MIR1236.GL000254.2	MIR1236
gene59604	NELFE
gene59606	SKIV2L
gene59607	DXO
gene59608	STK19
gene59609	TNXA
gene59610	STK19B
gene59611	LOC110384692
gene59612	CYP21A2
gene59613	TNXB
gene59615	ATF6B
gene59616	FKBPL
gene59617	PRRT1
gene59618	LOC100507547
gene59619	PPT2
gene59621	EGFL8
gene59620	PPT2-EGFL8
MIR6721.GL000254.2	MIR6721
gene59623	MIR6721
gene59622	AGPAT1
gene59625	MIR6833
MIR6833.GL000254.2	MIR6833
gene59624	RNF5
gene59626	AGER
gene59627	PBX2
gene59628	GPSM3
gene59629	NOTCH4
gene59632	HNRNPA1P2
gene59631	C6orf10
gene59634	HCG23
gene59635	BTNL2
gene59630	LOC101929163
gene59636	HLA-DRA
gene59638	HLA-DRB4
gene59639	LOC107987449
gene59640	HLA-DQA1
gene59642	HLA-DQB1-AS1
gene59641	HLA-DQB1
gene59643	LOC102725019
gene59644	HLA-DQA2
MIR3135B.GL000254.2	MIR3135B
gene59645	MIR3135B
gene59646	HLA-DQB2
gene59647	HLA-DOB
gene59648	TAP2
gene59649	PSMB8
gene59650	PSMB8-AS1
gene59651	TAP1
gene59652	PSMB9
gene59653	PPP1R2P1
gene59654	LOC100294145
gene59656	HLA-DMB
gene59657	HLA-DMA
gene59658	BRD2
gene59659	HLA-DOA
gene59662	RPL32P1
gene59660	HLA-DPA1
gene59661	HLA-DPB1
gene59665	HLA-DPB2
gene59666	COL11A2
gene59668	RNY4P10
gene59667	RXRB
gene59669	SLC39A7
gene59670	HSD17B8
gene59671	MIR219A1
MIR219A1.GL000254.2	MIR219A1
gene59672	RING1
gene59674	LOC105375022
gene59675	HCG25
gene59676	VPS52
gene59677	RPS18
gene59678	B3GALT4
gene59680	MIR6873
MIR6873.GL000254.2	MIR6873
gene59679	WDR46
gene59682	MIR6834
MIR6834.GL000254.2	MIR6834
gene59681	PFDN6
gene59683	RGL2
gene59684	TAPBP
gene59685	ZBTB22
gene59686	DAXX
gene59687	MYL8P
gene59688	LYPLA2P1
gene59689	RPL35AP4
gene59690	KIFC1
gene59726	TRV-AAC6-1
gene59727	TRR-CCG1-1
gene59728	TRK-TTT7-1
gene59729	TRA-TGC6-1
gene59732	TRA-TGC1-1
gene59733	TRF-GAA1-1
gene59734	TRA-AGC1-1
gene59735	TRF-GAA3-1
gene59736	TRA-TGC5-1
gene59737	TRA-AGC2-1
gene59739	RPL13P
gene59738	LINC01623
gene59740	TRA-AGC2-2
gene59741	TRR-CCG1-2
gene59743	TRNAL-CAA
gene59744	HCG14
gene59745	TRIM27
gene59747	TRL-CAA1-2
gene59748	TRQ-CTG1-3
gene59749	TRL-AAG2-2
gene59750	LINC01556
gene59751	TRM-CAT3-1
gene59752	TRK-TTT3-3
gene59753	TRM-CAT3-2
gene59754	KRT18P1
gene59756	TRF-GAA1-2
gene59757	TRE-CTC1-6
gene59758	HCG15
gene59759	TRL-AAG3-1
gene59760	ZNF311
gene59761	LOC105375002
gene59764	OR2W1
gene59763	LOC100129636
gene59766	SAR1AP1
gene59767	OR2B3
gene59768	OR2J1
gene59770	OR2J3
gene59769	LOC105375003
gene59772	OR2J2
gene59776	OR12D1
gene59777	OR11A1
gene59778	OR10C1
gene59779	LOC105379641
gene59780	OR2H1
gene59784	MAS1L
gene59785	RPS17P1
gene59783	LOC105375008
gene59786	LOC105375009
gene59787	LINC01015
gene59790	UBD
gene59793	SNORD32B
gene59794	RPL13AP
gene59795	OR2H2
gene59796	GABBR1
gene59797	SUMO2P1
gene59798	MOG
gene59799	ZFP57
gene59803	RPL23AP1
gene59802	HLA-F
gene59805	MICE
gene59806	HCG9P5
gene59804	HLA-F-AS1
gene59807	IFITM4P
gene59808	LOC107987452
gene59809	HCG4
gene59810	HLA-V
gene59811	RPL7AP7
gene59813	HLA-G
gene59814	HCGVIII-2
gene59816	3.8-1.4
gene59817	HCP5B
gene59818	HLA-H
gene59820	HCG4B
gene59821	HLA-A
gene59824	HCG9
gene59827	HLA-J
gene59828	ETF1P1
gene59825	ZNRD1ASP
gene59829	ZNRD1
gene59830	PPP1R11
gene59831	RNF39
gene59832	TRIM31
gene59833	TRIM31-AS1
gene59834	TRIM40
gene59835	TRIM10
gene59836	TRIM15
gene59838	PAIP1P1
gene59837	TRIM26
gene59841	HLA-L
gene59839	HCG17
gene59842	HCG18
gene59843	TRIM39
gene59844	TRIM39-RPP21
gene59845	RPP21
gene59848	MICC
gene59849	LOC105375012
gene59850	TMPOP1
gene59851	SUCLA2P1
gene59852	RANP1
gene59853	HLA-E
gene59854	LINC02569
gene59855	GNL1
gene59856	PRR3
gene59857	ABCF1-DT
gene59859	MIR877
MIR877.GL000255.2	MIR877
gene59858	ABCF1
gene59860	PPP1R10
gene59861	MRPS18B
gene59863	PTMAP1
gene59862	ATAT1
gene59864	C6orf136
gene59865	DHX16
gene59866	PPP1R18
gene59867	NRM
gene59868	RPL7P4
gene59870	MDC1-AS1
gene59869	MDC1
gene59871	TUBB
gene59872	FLOT1
gene59873	IER3-AS1
gene59874	IER3
gene59876	HCG20
gene59877	LINC00243
gene59878	LINC02570
gene59879	RN7SKP186
gene59881	MIR4640
MIR4640.GL000255.2	MIR4640
gene59880	DDR1
gene59882	GTF2H4
gene59883	VARS2
gene59884	SFTA2
gene59885	DPCR1
gene59886	HCG21
gene59888	MUC21
gene59889	MUC22
gene59890	HCG22
gene59891	RNU6-1133P
gene59892	C6orf15
gene59894	CDSN
gene59895	PSORS1C2
gene59893	PSORS1C1
gene59897	CCHCR1
gene59898	TCF19
gene59899	POU5F1
gene59900	PSORS1C3
gene59901	HCG27
gene59902	HLA-C
gene59905	WASF5P
gene59906	LINC02571
gene59907	HLA-B
gene59909	LOC105379656
gene59910	MICA-AS1
gene59911	MICA
gene59912	HCG26
gene59913	MICB-DT
gene59914	MICB
gene59915	PPIAP9
gene59916	RPL15P4
gene59917	MCCD1
gene59920	SNORD117
gene59921	SNORD84
gene59919	DDX39B
gene59922	DDX39B-AS1
gene59923	ATP6V1G2
gene59918	ATP6V1G2-DDX39B
gene59924	NFKBIL1
gene59925	LOC100287329
gene59926	LTA
gene59927	TNF
gene59928	LTB
gene59929	LST1
gene59930	NCR3
gene59932	AIF1
gene59934	SNORA38
gene59935	MIR6832
MIR6832.GL000255.2	MIR6832
gene59933	PRRC2A
gene59936	BAG6
gene59937	APOM
gene59938	C6orf47
gene59939	GPANK1
gene59940	CSNK2B
gene59941	LY6G5B
gene59942	LY6G5C
gene59943	LOC105375019
gene59945	LOC105375018
gene59946	MIR4646
MIR4646.GL000255.2	MIR4646
gene59944	ABHD16A
gene59947	LY6G6F
gene59949	LY6G6E
gene59950	LY6G6D
gene59948	LY6G6F-LY6G6D
gene59951	LY6G6C
gene59952	MPIG6B
gene59953	DDAH2
gene59954	CLIC1
gene59955	LOC105375020
gene59957	MSH5-SAPCD1
gene59956	MSH5
gene59959	VARS
gene59960	LSM2
gene59961	HSPA1L
gene59962	HSPA1A
gene59963	HSPA1B
gene59965	SNORD48
gene59966	SNORD52
gene59964	C6orf48
gene59967	NEU1
gene59968	SLC44A4
gene59970	LOC107986588
gene59969	EHMT2
gene59972	ZBTB12
gene59973	C2-AS1
gene59971	C2
gene59974	CFB
gene59976	MIR1236
MIR1236.GL000255.2	MIR1236
gene59975	NELFE
gene59977	SKIV2L
gene59978	DXO
gene59979	STK19
gene59980	C4A
gene59981	LOC112268338
gene59982	TNXB
gene59984	PRRT1
gene59985	LOC100507547
gene59986	PPT2
gene59988	EGFL8
gene59987	PPT2-EGFL8
MIR6721.GL000255.2	MIR6721
gene59990	MIR6721
gene59989	AGPAT1
gene59992	MIR6833
MIR6833.GL000255.2	MIR6833
gene59991	RNF5
gene59993	AGER
gene59994	PBX2
gene59995	GPSM3
gene59996	NOTCH4
gene59998	LOC105379657
gene60000	HNRNPA1P2
gene59999	C6orf10
gene60002	HCG23
gene60003	BTNL2
gene59997	LOC101929163
gene60004	HLA-DRA
gene60006	HLA-DRB3
gene60009	HLA-DRB1
gene60010	HLA-DQA1
gene60011	HLA-DQB1
gene60013	HLA-DQA2
MIR3135B.GL000255.2	MIR3135B
gene60014	MIR3135B
gene60015	HLA-DQB2
gene60016	TAP2
gene60017	PSMB8
gene60018	PSMB8-AS1
gene60019	TAP1
gene60020	PSMB9
gene60021	PPP1R2P1
gene60022	LOC100294145
gene60024	HLA-DMB
gene60025	HLA-DMA
gene60026	BRD2
gene60027	HLA-DOA
gene60030	RPL32P1
gene60028	HLA-DPA1
gene60029	HLA-DPB1
gene60033	HLA-DPB2
gene60034	LOC105375021
gene60035	HCG24
gene60036	COL11A2
gene60038	RNY4P10
gene60037	RXRB
gene60039	SLC39A7
gene60040	HSD17B8
gene60041	MIR219A1
MIR219A1.GL000255.2	MIR219A1
gene60042	RING1
gene60044	LOC105375022
gene60045	HCG25
gene60046	VPS52
gene60047	RPS18
gene60048	B3GALT4
gene60050	MIR6873
MIR6873.GL000255.2	MIR6873
gene60049	WDR46
gene60052	MIR6834
MIR6834.GL000255.2	MIR6834
gene60051	PFDN6
gene60053	RGL2
gene60054	TAPBP
gene60055	ZBTB22
gene60056	DAXX
gene60057	MYL8P
gene60058	LYPLA2P1
gene60059	RPL35AP4
gene60061	RPL12P1
gene60060	KIFC1
gene60101	TRA-CGC5-1
gene60102	TRA-AGC7-1
gene60103	TRT-AGT3-1
gene60105	TRA-CGC4-1
gene60106	RPSAP2
gene60107	TRR-CCG1-1
gene60108	TRK-TTT7-1
gene60109	TRA-TGC6-1
gene60112	TRA-TGC1-1
gene60113	TRF-GAA1-1
gene60114	TRA-AGC1-1
gene60115	TRA-TGC7-1
gene60116	TRF-GAA3-1
gene60117	TRA-TGC5-1
gene60118	TRF-GAA4-1
gene60119	TRA-AGC2-1
gene60121	RPL13P
gene60120	LINC01623
gene60122	TRA-AGC2-2
gene60123	TRR-CCG1-2
gene60125	TRNAL-CAA
gene60126	HCG14
gene60127	TRIM27
gene60129	TRL-CAA1-2
gene60130	TRQ-CTG1-3
gene60131	TRL-AAG2-2
gene60132	LINC01556
gene60133	TRM-CAT3-1
gene60134	TRK-TTT3-3
gene60135	TRM-CAT3-2
gene60136	KRT18P1
gene60138	TRF-GAA1-2
gene60139	TRE-CTC1-6
gene60140	HCG15
gene60141	TRL-AAG3-1
gene60142	ZNF311
gene60143	LOC105375002
gene60146	OR2W1
gene60145	LOC100129636
gene60148	SAR1AP1
gene60149	OR2B3
gene60150	OR2J1
gene60152	OR2J3
gene60151	LOC105375003
gene60154	OR2J2
gene60157	LOC101929006
gene60163	OR14J1
gene60164	DDX6P1
gene60161	LOC105375005
gene60165	OR5V1
gene60166	OR12D3
gene60167	OR12D2
gene60169	OR12D1
gene60170	OR11A1
gene60171	OR10C1
gene60168	LOC105379641
gene60172	OR2H1
gene60176	MAS1L
gene60177	RPS17P1
gene60175	LOC105375008
gene60178	LOC105375009
gene60179	LINC01015
gene60181	SUMO2P1
gene60182	MOG
gene60183	ZFP57
gene60186	RPL23AP1
gene60185	HLA-F
gene60188	MICE
gene60189	HCG9P5
gene60187	HLA-F-AS1
gene60190	IFITM4P
gene60191	LOC105379663
gene60192	3.8-1.5
gene60193	HCG4
gene60194	HLA-V
gene60197	RPL7AP7
gene60199	HLA-G
gene60200	HCGVIII-2
gene60201	LOC105375010
gene60203	HCP5B
gene60204	HLA-H
gene60208	HCG4B
gene60210	HLA-A
gene60212	HCG9
gene60215	3.8-1.2
gene60218	HLA-J
gene60219	ETF1P1
gene60216	ZNRD1ASP
gene60220	ZNRD1
gene60221	PPP1R11
gene60222	RNF39
gene60223	TRIM31
gene60224	TRIM31-AS1
gene60225	TRIM40
gene60226	TRIM10
gene60227	TRIM15
gene60229	PAIP1P1
gene60228	TRIM26
gene60231	HLA-L
gene60230	HCG17
gene60232	HCG18
gene60233	TRIM39
gene60234	TRIM39-RPP21
gene60235	RPP21
gene60238	MICC
gene60239	LOC105375012
gene60240	SUCLA2P1
gene60241	RANP1
gene60242	HLA-E
gene60243	LINC02569
gene60244	GNL1
gene60245	PRR3
gene60246	ABCF1-DT
gene60248	MIR877
MIR877.GL000256.2	MIR877
gene60247	ABCF1
gene60249	PPP1R10
gene60250	MRPS18B
gene60252	PTMAP1
gene60251	ATAT1
gene60253	C6orf136
gene60254	DHX16
gene60255	LOC107987457
gene60257	MDC1-AS1
gene60256	MDC1
gene60258	TUBB
gene60259	FLOT1
gene60260	IER3-AS1
gene60261	IER3
gene60263	HCG20
gene60264	LINC00243
gene60265	MUC22
gene60266	HCG22
gene60267	RNU6-1133P
gene60268	TCF19
gene60269	POU5F1
gene60270	PSORS1C3
gene60271	HCG27
gene60272	HLA-C
gene60275	WASF5P
gene60276	LINC02571
gene60278	MIR6891
MIR6891.GL000256.2	MIR6891
gene60277	HLA-B
gene60279	DHFRP2
gene60280	LOC105379664
gene60281	MICA-AS1
gene60282	MICA
gene60283	LINC01149
gene60285	HCP5
gene60286	HCG26
gene60287	MICB-DT
gene60288	MICB
gene60289	PPIAP9
gene60290	RPL15P4
gene60291	MCCD1
gene60294	SNORD117
gene60295	SNORD84
gene60293	DDX39B
gene60296	DDX39B-AS1
gene60297	ATP6V1G2
gene60292	ATP6V1G2-DDX39B
gene60298	NFKBIL1
gene60299	LOC100287329
gene60300	LTA
gene60301	TNF
gene60302	LTB
gene60303	LST1
gene60304	NCR3
gene60306	AIF1
gene60308	SNORA38
gene60309	MIR6832
MIR6832.GL000256.2	MIR6832
gene60307	PRRC2A
gene60310	BAG6
gene60311	APOM
gene60312	C6orf47
gene60313	GPANK1
gene60314	CSNK2B
gene60315	LY6G5B
gene60316	LY6G5C
gene60317	LOC105375019
gene60319	LOC105375018
gene60320	MIR4646
MIR4646.GL000256.2	MIR4646
gene60318	ABHD16A
gene60321	LY6G6F
gene60323	LY6G6E
gene60324	LY6G6D
gene60322	LY6G6F-LY6G6D
gene60325	LY6G6C
gene60326	MPIG6B
gene60327	DDAH2
gene60328	CLIC1
gene60329	LOC105375020
gene60331	MSH5
gene60333	SAPCD1
gene60330	MSH5-SAPCD1
gene60334	SAPCD1-AS1
gene60335	VWA7
gene60336	VARS
gene60337	NEU1
gene60338	SLC44A4
gene60340	LOC107986588
gene60339	EHMT2
gene60342	C2-AS1
gene60341	C2
gene60343	CFB
gene60345	MIR1236
MIR1236.GL000256.2	MIR1236
gene60344	NELFE
gene60346	SKIV2L
gene60347	DXO
gene60348	STK19
gene60349	C4B_2
gene60350	CYP21A1P
gene60351	TNXA
gene60352	STK19B
gene60353	C4B
gene60354	CYP21A2
gene60355	TNXB
gene60356	PRRT1
gene60357	LOC100507547
gene60358	PPT2
gene60360	EGFL8
gene60359	PPT2-EGFL8
MIR6721.GL000256.2	MIR6721
gene60362	MIR6721
gene60361	AGPAT1
gene60364	MIR6833
MIR6833.GL000256.2	MIR6833
gene60363	RNF5
gene60365	AGER
gene60366	PBX2
gene60367	GPSM3
gene60368	NOTCH4
gene60371	HNRNPA1P2
gene60370	C6orf10
gene60373	HCG23
gene60374	BTNL2
gene60369	LOC101929163
gene60375	HLA-DRA
gene60377	HLA-DRB4
gene60380	LOC100294316
gene60382	FAM8A5P
gene60383	LOC105369230
gene60384	LOC107987459
gene60385	HLA-DQA1
gene60386	HLA-DQB1
gene60387	LOC102725019
gene60388	HLA-DQA2
MIR3135B.GL000256.2	MIR3135B
gene60389	MIR3135B
gene60390	HLA-DQB2
gene60391	HLA-DOB
gene60392	TAP2
gene60393	PSMB8
gene60394	PSMB8-AS1
gene60395	TAP1
gene60396	PSMB9
gene60397	PPP1R2P1
gene60398	LOC100294145
gene60400	HLA-DMB
gene60401	HLA-DMA
gene60402	BRD2
gene60403	HLA-DOA
gene60406	RPL32P1
gene60404	HLA-DPA1
gene60405	HLA-DPB1
gene60409	HLA-DPB2
gene60411	COL11A2
gene60413	LOC105375022
gene60414	HCG25
gene60415	VPS52
gene60416	RPS18
gene60417	RPL35AP4
gene60419	RPL12P1
gene60418	KIFC1
gene60420	PHF1
gene60421	CUTA
gene60423	MIR5004
MIR5004.GL000256.2	MIR5004
gene60422	SYNGAP1
gene60424	ZBTB9
gene56051	YTHDC1
gene56052	MT2P1
gene56053	TMPRSS11E
gene56054	LOC728807
gene56055	UGT2B15
gene56056	LOC728811
gene56057	LOC100422026
gene56059	UGT2B10
gene56061	LOC100174950
gene56060	LOC101930041
gene56062	LOC101927264
gene56063	UGT2A3
gene56065	LOC642381
gene56066	LOC101929773
gene57516	LOC105371796
gene57517	ARHGAP27
MIR4315-1.GL000258.2	MIR4315-1
gene57519	MIR4315-1
gene57518	PLEKHM1
gene57521	LRRC37A2
gene57520	LOC101929774
gene57523	NSFP1
gene57525	LOC107987254
gene57526	LRRC37A
gene57524	LOC100996709
gene57529	DND1P2
gene57530	MAPK8IP1P1
gene57531	LOC105371799
gene57533	KANSL1-AS1
gene57532	KANSL1
gene57535	STH
gene57536	LOC105371800
gene57537	MAPT-IT1
gene57534	MAPT
gene57539	SPPL2C
gene57538	MAPT-AS1
gene57542	LOC105371801
gene57541	CRHR1
gene57543	LOC105371802
gene57540	LINC02210-CRHR1
gene57544	LINC02210
gene57546	RPS26P8
gene57547	MAPK8IP1P2
gene57549	LOC100996745
gene57550	LOC100996747
gene57551	LOC112268319
gene57552	LOC107984142
gene57553	LOC101929775
gene57554	LOC100294336
gene57556	LRRC37A4P
gene57555	LOC107984156
gene57559	LOC107985026
gene57560	RPS7P11
gene57558	NSF
gene57561	WNT3
gene57562	LOC101929777
gene56110	MRPS36
gene56111	CDK7
gene56113	CFL1P5
gene56112	CCDC125
gene56114	CHCHD2P2
gene56117	TAF9
gene56116	AK6
gene56118	RAD17
gene56119	MARVELD2
gene56120	RPS27P14
gene56121	LOC101928924
gene56125	SNORD13B-1
gene56123	OCLN
gene56126	GTF2H2C
gene56127	NAIP
gene56128	SMN1
gene56129	SERF1A
gene56130	CDH12P3
gene56131	LOC112268327
gene56132	SMA4
gene56133	LOC102724995
gene56135	LOC102724994
gene56134	LOC112267885
gene56136	LOC107987419
gene56137	LOC107986358
gene56138	LOC653080
gene56141	GTF2H2C_2
gene56143	SNORD13B-2
gene56142	LOC647859
gene56144	LOC653406
gene56145	CDH12P4
gene56146	LOC112268326
gene56147	LOC107986421
gene56149	LOC105379025
gene56150	PMCHL2
gene56151	LOC107987420
gene56148	LINC02197
gene56153	LOC100419852
gene56152	BDP1
gene56155	MCCC2
gene55894	LOC101929784
gene55896	GEMIN2P1
gene55897	INTS3
gene55898	SLC27A3
gene55899	LOC343052
gene55900	LOC105371448
gene55901	GATAD2B
gene55902	LOC645965
gene55903	LOC100510710
gene55904	MTX1
gene55905	GBAP1
gene55907	GBA
gene55908	FAM189B
gene55909	SCAMP3
gene55910	CLK2
gene55911	HCN3
gene55912	PKLR
gene55913	LOC105371677
gene55914	ATP6V1G3
gene55916	PEBP1P3
gene55915	PTPRC
gene55953	CRIM1
gene55954	LOC100288911
gene55955	RPL21P36
gene55965	NOSTRIN
gene55966	SPC25
gene55967	G6PC2
gene55968	ABCB11
gene56007	LOC105374157
gene56008	LINC02066
gene56010	AADACL2-AS1
gene56009	AADACL2
gene56067	ASIC5
gene56068	LOC105377507
gene56069	TDO2
gene56070	CTSO
gene56048	LOC107986270
gene56049	LOC107986271
gene56050	LOC105378262
gene56156	LOC105379085
gene56159	LOC105377697
gene56160	RNU6-164P
gene56100	LOC105374657
gene56362	LOC105377867
gene56363	DBIP1
gene56364	LOC100506851
gene56366	LOC100510709
gene56415	AGK
gene56416	KIAA1147
gene56418	WEE2
gene56417	WEE2-AS1
gene56420	SSBP1
gene56655	RPL4P5
gene56656	LOC101929802
gene56657	APBA1
gene56659	LOC105379611
gene56660	MAMDC2-AS1
gene56658	MAMDC2
gene56661	RNU2-5P
gene56662	LOC389768
gene56663	LOC100129340
gene56675	LOC102724245
gene56674	ARMC4P1
gene56678	LOC101929180
gene56679	FAM210CP
gene56681	PTCHD3
gene56687	LOC101929816
gene56689	LOC105378283
gene56690	CUBNP2
gene56692	OR13A1
gene56693	ALOX5
gene56694	LOC102724323
gene56695	MARCH8
gene56833	LINC02403
gene56832	LOC105369784
gene56834	ST13P8
gene56835	RN7SKP65
gene56836	LOC100533641
gene56837	ATP23
gene56838	LOC100506844
gene56848	LOC105379613
gene56849	LOC101927531
gene56850	LOC107984448
gene56851	LOC283435
gene56839	LOC107987421
gene56840	RPS6P22
gene56842	RPS6P19
gene56843	SLC5A8
gene56845	ANO4
gene57176	RPL41P2
gene57175	LOC107987422
gene57177	HERC2P1
gene57178	LOC101060587
gene57179	LOC645202
gene57180	LOC100533850
gene57181	GOLGA8F
gene57183	ABCB10P3
MIR4509-2.GL383554.1	MIR4509-2
gene57184	MIR4509-2
gene57185	LOC101059997
MIR4509-3.GL383554.1	MIR4509-3
gene57186	MIR4509-3
gene57187	ABCB10P4
gene57188	GOLGA8G
gene57189	LOC100631268
gene57190	LOC100132202
gene57191	LOC107984033
gene57192	LOC105369220
gene57193	HERC2P11
gene57202	LOC105370867
MIR4311.GL383555.2	MIR4311
gene57203	MIR4311
gene57201	MEGF11
gene57314	LOC107987423
gene57315	CES1
gene57316	CES5A
gene57317	SNTB2
gene57318	RNU6-22P
gene57319	UTP4
gene57320	LOC101929817
gene57321	LOC102723777
gene57322	LOC105377826
gene57325	LOC101929828
gene57323	LOC101929823
gene57326	SCGB1C2
gene57327	DOC2B
gene57328	LINC02091
gene57329	LOC101929045
gene57331	LOC100506388
gene57332	LOC105371425
gene57330	RPH3AL
gene57503	KRT37
gene57505	LOC100505782
gene57506	KRT31
gene57507	LOC100653049
gene57508	KRT34
gene57509	KRT33B
gene57510	LOC105371778
gene57511	KRT33A
gene57513	KRTAP17-1
gene57514	KRTAP16-1
gene57564	LACAT1
gene57565	LOC105371907
gene57567	SEPT9
gene57566	LOC107984143
gene57573	LOC105372114
gene57574	SKA1
gene57575	LOC105372115
gene57576	RPLP0P11
gene57579	LOC105372219
gene57580	LOC105372220
gene57581	LOC105372221
gene57578	DSEL
gene57582	LINC01896
gene57583	SALL3
gene57584	LOC105372225
gene57585	ATP9B
gene57595	LOC100533638
gene57597	ZNF66
gene57607	ZNF85
gene57608	KRT18P40
gene57609	LOC112268247
gene57610	ZNF430
gene57628	LSM14A
gene57630	RPL29P33
gene57629	KIAA0355
gene57611	LOC400682
gene57616	LOC641367
gene57615	ZNF100
gene57618	ZNF43
gene57620	LOC107985324
gene57621	LOC105372328
gene57623	ZNF676
gene57626	PCGF7P
gene57627	ZNF92P2
gene57703	LOC107985440
gene57722	LINC00308
gene57723	LOC105379618
gene57726	PAXBP1
gene57727	C21orf62-AS1
gene57728	C21orf62
gene57729	IFNGR2
gene57730	TMEM50B
gene57731	RPS5P3
gene57732	DNAJC28
gene57733	GART
gene57797	PHETA2
gene57798	SMDT1
gene57799	NDUFA6
gene57801	OLA1P1
gene57802	LOC105373047
gene57800	NDUFA6-AS1
gene57803	CYP2D7
gene57804	CYP2D8P
gene57805	TCF20
gene57795	LOC105373032
gene57796	APOBEC3A_B
gene55964	KIF5C
gene56785	DDX11L8
gene56786	LOC100288778
gene56787	LOC107987170
gene56788	FAM138D
gene56790	LOC105369593
gene56791	LOC574538
gene56789	IQSEC3
gene56792	TAS2R7
gene56793	TAS2R8
gene56794	TAS2R9
gene56796	TAS2R10
gene56795	LOC107984459
gene56799	PRR4
gene56802	TAS2R13
gene56803	PRH2
gene56805	TAS2R14
gene56806	TAS2R15P
gene56807	TAS2R50
